time,open,high,low,close,Volume,Volume MA
1571652000,1.4533,1.4557,1.4531,1.4542,781,599.7
1571666400,1.454,1.4571,1.4533,1.4565,814,611.55
1571680800,1.4562,1.4568,1.4554,1.4563,633,615
1571695200,1.4561,1.4567,1.4525,1.4561,735,623.35
1571709600,1.4558,1.4568,1.4529,1.4539,745,634.6
1571724000,1.4537,1.4579,1.4536,1.4573,797,646.45
1571738400,1.4571,1.4595,1.4565,1.4567,768,657.6
1571752800,1.4565,1.4574,1.4554,1.4559,719,665.05
1571767200,1.4557,1.4595,1.4554,1.459,697,670.75
1571781600,1.4589,1.4605,1.4569,1.4604,699,680.85
1571796000,1.4602,1.463,1.46,1.4603,709,690.95
1571810400,1.46,1.4625,1.46,1.4612,683,697.6
1571824800,1.4609,1.4624,1.4595,1.4601,666,702.85
1571839200,1.4599,1.4621,1.4595,1.4599,616,705.6
1571853600,1.4596,1.4599,1.4578,1.4591,538,704.25
1571868000,1.4589,1.4609,1.4586,1.4588,689,710.2
1571882400,1.4585,1.4618,1.4578,1.4616,523,716.2
1571896800,1.4613,1.465,1.4599,1.4634,766,711.3
1571911200,1.4632,1.4653,1.4607,1.4647,802,711.45
1571925600,1.4645,1.468,1.4644,1.4664,842,711.1
1571940000,1.4661,1.4668,1.4652,1.4664,633,703.7
1571954400,1.4661,1.4679,1.4658,1.4673,742,700.1
1571968800,1.4671,1.4683,1.4636,1.4642,764,706.65
1571983200,1.4639,1.4657,1.4631,1.4653,803,710.05
1571997600,1.465,1.4659,1.4642,1.4648,823,713.95
1572012000,1.4646,1.4661,1.4624,1.4658,824,715.3
1572026400,1.4656,1.4665,1.4652,1.4655,556,704.7
1572213600,1.46568,1.46692,1.4645,1.4664,540,695.75
1572228000,1.46668,1.468,1.4658,1.46706,516,686.7
1572242400,1.46694,1.46741,1.4637,1.4643,559,679.7
1572256800,1.46419,1.4657,1.4629,1.4646,570,672.75
1572271200,1.4644,1.4651,1.4605,1.4609,561,666.65
1572285600,1.4607,1.4625,1.4607,1.4622,513,659
1572300000,1.4619,1.4627,1.4608,1.4611,541,655.25
1572314400,1.4609,1.4613,1.4582,1.4586,552,655.95
1572328800,1.4583,1.4606,1.4575,1.4604,561,649.55
1572343200,1.4601,1.4611,1.4574,1.4581,556,651.2
1572357600,1.4579,1.4584,1.4551,1.4575,556,640.7
1572372000,1.4573,1.4578,1.456,1.4571,496,625.4
1572386400,1.4569,1.4598,1.455,1.4569,541,610.35
1572400800,1.4567,1.4584,1.4564,1.457,541,605.75
1572415200,1.4565,1.4572,1.4541,1.4547,549,596.1
1572429600,1.4545,1.4589,1.4541,1.4577,565,586.15
1572444000,1.4575,1.4584,1.4539,1.4556,569,574.45
1572458400,1.4557,1.4596,1.4483,1.4491,533,559.95
1572472800,1.4489,1.4498,1.4441,1.4441,549,546.2
1572487200,1.4437,1.4453,1.4428,1.4444,558,546.3
1572501600,1.4441,1.4514,1.444,1.4507,565,547.55
1572516000,1.4506,1.4512,1.4462,1.4487,575,550.5
1572530400,1.4486,1.4522,1.4483,1.4516,581,551.6
1572544800,1.4514,1.4526,1.4501,1.4508,512,548.7
1572559200,1.4507,1.4524,1.4471,1.4471,519,546.6
1572573600,1.4469,1.4488,1.4469,1.4488,541,548
1572588000,1.4484,1.4507,1.4464,1.4502,520,546.95
1572602400,1.4499,1.4511,1.4476,1.4492,564,547.55
1572616800,1.4494,1.4494,1.4448,1.4466,563,547.65
1572631200,1.4463,1.4478,1.4457,1.4459,414,540.55
1572818400,1.4462,1.4482,1.4449,1.4461,545,540
1572832800,1.4459,1.4462,1.4441,1.4449,526,541.5
1572847200,1.4447,1.4471,1.4437,1.4463,562,542.55
1572861600,1.4461,1.4482,1.446,1.448,550,543
1572876000,1.448,1.4504,1.4473,1.4497,556,543.35
1572890400,1.4494,1.4539,1.4494,1.4523,530,541.6
1572904800,1.4523,1.4539,1.4505,1.4522,542,540.25
1572919200,1.4519,1.4533,1.4475,1.4486,568,542
1572933600,1.4484,1.449,1.4435,1.4437,573,543.2
1572948000,1.4437,1.4473,1.443,1.4466,570,543.8
1572962400,1.4464,1.4524,1.4464,1.4506,583,544.7
1572976800,1.4503,1.4511,1.4494,1.4505,530,542.45
1572991200,1.4501,1.4519,1.4493,1.4504,528,539.8
1573005600,1.4501,1.4509,1.4488,1.4494,548,541.6
1573020000,1.4491,1.4523,1.4474,1.4489,571,544.2
1573034400,1.4487,1.45,1.4476,1.4486,555,544.9
1573048800,1.4484,1.4555,1.4484,1.4542,571,547.45
1573063200,1.454,1.4544,1.452,1.4524,533,545.9
1573077600,1.4523,1.4563,1.4517,1.4557,494,542.45
1573092000,1.4555,1.4571,1.4547,1.4552,537,548.6
1573106400,1.455,1.4553,1.4471,1.4481,571,549.9
1573120800,1.448,1.4508,1.4466,1.4505,570,552.1
1573135200,1.4503,1.4528,1.4464,1.4483,578,552.9
1573149600,1.448,1.4498,1.4463,1.4494,552,553
1573164000,1.4494,1.4532,1.4478,1.4528,536,552
1573178400,1.4526,1.4541,1.4521,1.4527,559,553.45
1573192800,1.4526,1.4558,1.4516,1.4556,552,553.95
1573207200,1.4554,1.4571,1.4549,1.4563,562,553.65
1573221600,1.4562,1.4602,1.456,1.4591,565,553.25
1573236000,1.4589,1.4594,1.4574,1.4578,480,548.75
1573423200,1.458,1.4592,1.4571,1.4592,534,546.3
1573437600,1.4589,1.46,1.4579,1.4582,534,546.5
1573452000,1.458,1.4598,1.4567,1.4573,557,547.95
1573466400,1.4571,1.4594,1.4561,1.4583,535,547.3
1573480800,1.4582,1.4602,1.458,1.4588,530,545.25
1573495200,1.4587,1.4597,1.4578,1.4596,487,541.85
1573509600,1.4593,1.4613,1.4586,1.4613,514,539
1573524000,1.461,1.4631,1.4591,1.4594,559,540.3
1573538400,1.4592,1.4625,1.4579,1.4614,561,543.65
1573552800,1.4612,1.4631,1.4595,1.4601,564,545
1573567200,1.46,1.4636,1.4597,1.4606,582,545.55
1573581600,1.4605,1.462,1.4604,1.4615,533,543.7
1573596000,1.4614,1.4638,1.4584,1.4618,516,540.6
1573610400,1.4616,1.4631,1.4604,1.461,560,541
1573624800,1.461,1.4647,1.4597,1.4647,570,542.7
1573639200,1.4644,1.4658,1.4638,1.4642,566,543.05
1573653600,1.464,1.4653,1.4626,1.4634,567,543.8
1573668000,1.4632,1.4639,1.4621,1.4623,525,541.95
1573682400,1.462,1.4697,1.4614,1.4686,515,539.45
1573696800,1.4685,1.4713,1.4685,1.4699,548,542.85
1573711200,1.4696,1.4719,1.4689,1.4717,568,544.55
1573725600,1.4714,1.4754,1.4703,1.4754,575,546.6
1573740000,1.4751,1.4769,1.4739,1.4739,567,547.1
1573754400,1.4739,1.4746,1.4728,1.4734,490,544.85
1573768800,1.473,1.4739,1.4706,1.4711,526,544.65
1573783200,1.4709,1.4724,1.4706,1.4724,540,547.3
1573797600,1.4719,1.474,1.4707,1.473,551,549.15
1573812000,1.4729,1.4746,1.4692,1.4694,568,549.6
1573826400,1.4691,1.4697,1.4669,1.4674,550,549.05
1573840800,1.4672,1.4674,1.4655,1.4657,481,544.9
1574028000,1.4669,1.4681,1.4661,1.4667,441,537.85
1574042400,1.4665,1.4687,1.466,1.4682,541,538.25
1574056800,1.468,1.4683,1.4661,1.4677,541,539.5
1574071200,1.4675,1.4706,1.4668,1.4698,531,538.05
1574085600,1.4694,1.4702,1.4655,1.466,537,536.4
1574100000,1.4659,1.4688,1.4658,1.4685,465,531.35
1574114400,1.4682,1.4736,1.4671,1.472,516,528.8
1574128800,1.4719,1.4729,1.47,1.4705,489,527
1574143200,1.4703,1.4709,1.4676,1.4677,547,528.6
1574157600,1.4676,1.4682,1.4634,1.4642,548,528.6
1574172000,1.464,1.4659,1.4632,1.4643,564,528.4
1574186400,1.4641,1.4651,1.464,1.4643,497,524.5
1574200800,1.4642,1.4681,1.4637,1.4674,514,521.85
1574215200,1.4672,1.4674,1.4656,1.4671,513,523
1574229600,1.4669,1.4701,1.4655,1.468,561,524.75
1574244000,1.4678,1.4687,1.4668,1.4678,539,524.7
1574258400,1.4676,1.4719,1.466,1.4715,526,523.45
1574272800,1.4713,1.4725,1.4699,1.4699,533,521.7
1574287200,1.4695,1.4733,1.4695,1.4729,461,517.25
1574301600,1.4727,1.4729,1.47,1.4707,557,521.05
1574316000,1.4706,1.4716,1.4687,1.4696,553,526.65
1574330400,1.4695,1.4697,1.4674,1.4695,556,527.4
1574344800,1.4693,1.4727,1.4691,1.4726,569,528.8
1574359200,1.4725,1.4739,1.4724,1.4731,466,525.55
1574373600,1.4731,1.4735,1.4712,1.4718,516,524.5
1574388000,1.4716,1.4734,1.4716,1.4734,491,525.8
1574402400,1.4733,1.4736,1.4697,1.4722,539,526.95
1574416800,1.472,1.4739,1.4713,1.4717,557,530.35
1574431200,1.4716,1.4746,1.4714,1.4743,557,530.85
1574445600,1.4741,1.4744,1.4731,1.4733,475,527.2
1574632800,1.4722,1.4732,1.4705,1.4709,540,526
1574647200,1.4707,1.4718,1.4703,1.4711,540,528.15
1574661600,1.4709,1.4734,1.4708,1.4728,536,529.25
1574676000,1.4726,1.4757,1.4719,1.4743,532,530.2
1574690400,1.4741,1.4773,1.4741,1.4766,552,529.75
1574704800,1.4764,1.4767,1.4748,1.4753,497,527.65
1574719200,1.4747,1.4765,1.4735,1.4752,520,527.35
1574733600,1.475,1.4761,1.4738,1.4741,548,528.1
1574748000,1.474,1.4771,1.4716,1.4749,566,533.35
1574762400,1.4746,1.4758,1.4735,1.4747,551,533.05
1574776800,1.4745,1.4764,1.4726,1.4732,550,532.9
1574791200,1.473,1.4737,1.4724,1.4731,508,530.5
1574805600,1.4728,1.4741,1.4724,1.4732,530,528.55
1574820000,1.4729,1.4765,1.4721,1.4759,536,532.05
1574834400,1.4756,1.4761,1.4734,1.4739,558,534.15
1574848800,1.4736,1.4745,1.4726,1.4738,545,536.85
1574863200,1.4736,1.4758,1.4734,1.4754,556,537.7
1574877600,1.4752,1.4761,1.4743,1.4758,492,534.45
1574892000,1.4752,1.479,1.4748,1.4769,545,533.85
1574906400,1.4766,1.4787,1.4766,1.4779,512,535.7
1574920800,1.4776,1.4787,1.477,1.4781,540,535.7
1574935200,1.4781,1.4786,1.4762,1.4769,515,534.45
1574949600,1.4767,1.4783,1.4765,1.4779,465,530.9
1574964000,1.4777,1.478,1.4767,1.477,450,526.8
1574978400,1.4771,1.4783,1.4761,1.4776,534,525.9
1574992800,1.4774,1.4781,1.475,1.4758,536,527.85
1575007200,1.4756,1.4762,1.4745,1.4754,487,526.2
1575021600,1.4751,1.4784,1.4747,1.4784,537,525.65
1575036000,1.4782,1.4803,1.4774,1.4783,553,525
1575050400,1.4781,1.4787,1.4767,1.4783,448,519.85
1575237600,1.4768,1.4787,1.4759,1.4764,510,517.85
1575252000,1.4761,1.4766,1.475,1.4755,531,519
1575266400,1.4754,1.4762,1.4729,1.4736,544,519.7
1575280800,1.4734,1.4739,1.4712,1.4716,535,519.65
1575295200,1.4715,1.4718,1.4655,1.467,566,520.05
1575309600,1.4668,1.467,1.4646,1.4664,506,518.1
1575324000,1.4663,1.4671,1.4648,1.4667,517,516.15
1575338400,1.4665,1.4669,1.4601,1.4608,534,518.25
1575352800,1.4607,1.4622,1.4571,1.4577,554,518.7
1575367200,1.4574,1.4626,1.457,1.4623,561,521.15
1575381600,1.4622,1.4628,1.4598,1.4614,549,521.6
1575396000,1.4611,1.4618,1.4598,1.46,481,519.9
1575410400,1.4599,1.4638,1.4587,1.4625,535,523.4
1575424800,1.462,1.4658,1.4619,1.4655,549,528.35
1575439200,1.4653,1.4675,1.4636,1.4645,565,529.9
1575453600,1.464,1.4652,1.4605,1.4607,550,530.6
1575468000,1.4605,1.4617,1.4584,1.4592,565,534.5
1575482400,1.4589,1.46,1.4588,1.4599,497,532.5
1575496800,1.4594,1.4632,1.4585,1.4603,548,532.25
1575511200,1.4601,1.4628,1.4596,1.4617,518,535.75
1575525600,1.4616,1.4637,1.46,1.4632,531,536.8
1575540000,1.463,1.4653,1.4628,1.4651,530,536.75
1575554400,1.465,1.4658,1.4624,1.4628,547,536.9
1575568800,1.4626,1.4639,1.4622,1.4634,488,534.55
1575583200,1.4629,1.4638,1.4617,1.4623,513,531.9
1575597600,1.4621,1.4626,1.4609,1.4618,520,532.6
1575612000,1.4614,1.4618,1.4602,1.4606,539,533.7
1575626400,1.4603,1.4632,1.4582,1.4609,496,531.8
1575640800,1.4606,1.4652,1.4603,1.4617,554,531.8
1575655200,1.4615,1.4627,1.4608,1.4608,461,526.8
1575842400,1.4636,1.4639,1.4621,1.4632,490,523.85
1575856800,1.4631,1.464,1.4626,1.4632,516,525.6
1575871200,1.463,1.4658,1.4626,1.465,538,525.75
1575885600,1.4647,1.466,1.4641,1.4647,517,524.15
1575900000,1.4645,1.4653,1.4625,1.4638,554,523.6
1575914400,1.4636,1.4658,1.4629,1.4655,489,520.55
1575928800,1.4653,1.4661,1.464,1.4643,526,518.6
1575943200,1.4641,1.4655,1.4623,1.4652,514,519.45
1575957600,1.465,1.468,1.4638,1.4673,538,518.95
1575972000,1.4672,1.4702,1.4668,1.4681,539,520
1575986400,1.468,1.4689,1.4669,1.468,536,520.25
1576000800,1.4678,1.4683,1.4667,1.4682,504,518.95
1576015200,1.4681,1.4693,1.467,1.4672,539,518.55
1576029600,1.4668,1.4689,1.4663,1.4666,532,520.75
1576044000,1.4664,1.4668,1.4635,1.4639,537,521.95
1576058400,1.4637,1.4639,1.4601,1.4609,531,522.5
1576072800,1.4607,1.4609,1.4558,1.4566,548,522.95
1576087200,1.4564,1.4572,1.4512,1.4538,551,525.7
1576101600,1.4539,1.4559,1.4525,1.4525,523,524.15
1576116000,1.4522,1.4532,1.4512,1.4531,531,527.65
1576130400,1.4529,1.4536,1.4519,1.453,516,528.95
1576144800,1.4528,1.4531,1.4498,1.4506,536,529.95
1576159200,1.4504,1.4512,1.4472,1.4507,547,530.4
1576173600,1.4505,1.4518,1.4465,1.4469,565,532.8
1576188000,1.447,1.447,1.4409,1.4443,571,533.65
1576202400,1.4439,1.4451,1.4429,1.4444,516,535
1576216800,1.4439,1.4463,1.443,1.4457,576,537.5
